timestamp,hardware,device,model,dataset,split,n_images,batch_size,warmup_batches,total_infer_time_s,avg_latency_ms,fps,seq_acc,char_acc,peak_gpu_mem_mb
2026-09-22T18:15:55,desktop,cuda,crnn,bj7,testing,20,1,3,0.1200,7.0560,141.7226,0.1500,0.7000,85.0166015625
